[14/Mar/2026:05:16:18 +0000] 404 - GET http ai-electutor.com "/wp-admin/setup-config.php" [Client 104.23.221.86] [Length 122] [Gzip 1.35] "http://ai-electutor.com/wp-admin/setup-config.php" "-"
[14/Mar/2026:05:37:05 +0000] 404 - GET http 158.247.221.212 "/.credentials.ini" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:05 +0000] 404 - GET http 158.247.221.212 "/.credentials.cfg" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:05 +0000] 404 - GET http 158.247.221.212 "/.credentials.conf" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:05 +0000] 404 - GET http 158.247.221.212 "/mail/config" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:06 +0000] 404 - GET http 158.247.221.212 "/mail/config.json" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:06 +0000] 404 - GET http 158.247.221.212 "/mail/config.yml" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:06 +0000] 404 - GET http 158.247.221.212 "/mail/config.yaml" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:06 +0000] 404 - GET http 158.247.221.212 "/mail/config.ini" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:07 +0000] 404 - GET http 158.247.221.212 "/mail/config.cfg" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:07 +0000] 404 - GET http 158.247.221.212 "/mail/config.conf" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:07 +0000] 404 - GET http 158.247.221.212 "/email/config" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:08 +0000] 404 - GET http 158.247.221.212 "/email/config.json" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:08 +0000] 404 - GET http 158.247.221.212 "/email/config.yml" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:08 +0000] 404 - GET http 158.247.221.212 "/email/config.yaml" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:08 +0000] 404 - GET http 158.247.221.212 "/email/config.ini" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:09 +0000] 404 - GET http 158.247.221.212 "/email/config.cfg" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:09 +0000] 404 - GET http 158.247.221.212 "/email/config.conf" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:09 +0000] 404 - GET http 158.247.221.212 "/smtp/config" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:10 +0000] 404 - GET http 158.247.221.212 "/smtp/config.json" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:10 +0000] 404 - GET http 158.247.221.212 "/smtp/config.yml" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:10 +0000] 404 - GET http 158.247.221.212 "/smtp/config.yaml" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:10 +0000] 404 - GET http 158.247.221.212 "/smtp/config.ini" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:11 +0000] 404 - GET http 158.247.221.212 "/smtp/config.cfg" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:11 +0000] 404 - GET http 158.247.221.212 "/smtp/config.conf" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:11 +0000] 404 - GET http 158.247.221.212 "/ses/config" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:12 +0000] 404 - GET http 158.247.221.212 "/ses/config.json" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:12 +0000] 404 - GET http 158.247.221.212 "/ses/config.yml" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:12 +0000] 404 - GET http 158.247.221.212 "/ses/config.yaml" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:12 +0000] 404 - GET http 158.247.221.212 "/ses/config.ini" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:13 +0000] 404 - GET http 158.247.221.212 "/ses/config.cfg" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:13 +0000] 404 - GET http 158.247.221.212 "/ses/config.conf" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:13 +0000] 404 - GET http 158.247.221.212 "/sendgrid/config" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:14 +0000] 404 - GET http 158.247.221.212 "/sendgrid/config.json" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:14 +0000] 404 - GET http 158.247.221.212 "/sendgrid/config.yml" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:14 +0000] 404 - GET http 158.247.221.212 "/sendgrid/config.yaml" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:14 +0000] 404 - GET http 158.247.221.212 "/sendgrid/config.ini" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:15 +0000] 404 - GET http 158.247.221.212 "/sendgrid/config.cfg" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:15 +0000] 404 - GET http 158.247.221.212 "/sendgrid/config.conf" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:15 +0000] 404 - GET http 158.247.221.212 "/mailgun/config" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:15 +0000] 404 - GET http 158.247.221.212 "/mailgun/config.json" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:16 +0000] 404 - GET http 158.247.221.212 "/mailgun/config.yml" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:16 +0000] 404 - GET http 158.247.221.212 "/mailgun/config.yaml" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:16 +0000] 404 - GET http 158.247.221.212 "/mailgun/config.ini" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:17 +0000] 404 - GET http 158.247.221.212 "/mailgun/config.cfg" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:17 +0000] 404 - GET http 158.247.221.212 "/mailgun/config.conf" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:17 +0000] 404 - GET http 158.247.221.212 "/api/config" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:17 +0000] 404 - GET http 158.247.221.212 "/api/config.json" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:18 +0000] 404 - GET http 158.247.221.212 "/api/config.yml" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:18 +0000] 404 - GET http 158.247.221.212 "/api/config.yaml" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:18 +0000] 404 - GET http 158.247.221.212 "/api/config.ini" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:19 +0000] 404 - GET http 158.247.221.212 "/api/config.cfg" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:19 +0000] 404 - GET http 158.247.221.212 "/api/config.conf" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:19 +0000] 404 - GET http 158.247.221.212 "/api/credentials" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:19 +0000] 404 - GET http 158.247.221.212 "/api/credentials.json" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:20 +0000] 404 - GET http 158.247.221.212 "/api/credentials.yml" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:20 +0000] 404 - GET http 158.247.221.212 "/api/credentials.yaml" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:20 +0000] 404 - GET http 158.247.221.212 "/api/credentials.ini" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:21 +0000] 404 - GET http 158.247.221.212 "/api/credentials.cfg" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:21 +0000] 404 - GET http 158.247.221.212 "/api/credentials.conf" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:21 +0000] 404 - GET http 158.247.221.212 "/api/secrets" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:21 +0000] 404 - GET http 158.247.221.212 "/api/secrets.json" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:22 +0000] 404 - GET http 158.247.221.212 "/api/secrets.yml" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:22 +0000] 404 - GET http 158.247.221.212 "/api/secrets.yaml" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:22 +0000] 404 - GET http 158.247.221.212 "/api/secrets.ini" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:23 +0000] 404 - GET http 158.247.221.212 "/api/secrets.cfg" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:23 +0000] 404 - GET http 158.247.221.212 "/api/secrets.conf" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:23 +0000] 404 - GET http 158.247.221.212 "/deploy/config" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:23 +0000] 404 - GET http 158.247.221.212 "/deploy/config.json" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:24 +0000] 404 - GET http 158.247.221.212 "/deploy/config.yml" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:24 +0000] 404 - GET http 158.247.221.212 "/deploy/config.yaml" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:24 +0000] 404 - GET http 158.247.221.212 "/deploy/config.ini" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:24 +0000] 404 - GET http 158.247.221.212 "/deploy/config.cfg" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:25 +0000] 404 - GET http 158.247.221.212 "/deploy/config.conf" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:25 +0000] 404 - GET http 158.247.221.212 "/deployment/config" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:25 +0000] 404 - GET http 158.247.221.212 "/deployment/config.json" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:26 +0000] 404 - GET http 158.247.221.212 "/deployment/config.yml" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:26 +0000] 404 - GET http 158.247.221.212 "/deployment/config.yaml" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:26 +0000] 404 - GET http 158.247.221.212 "/deployment/config.ini" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:26 +0000] 404 - GET http 158.247.221.212 "/deployment/config.cfg" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:27 +0000] 404 - GET http 158.247.221.212 "/deployment/config.conf" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:27 +0000] 404 - GET http 158.247.221.212 "/terraform/terraform.tfstate" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:27 +0000] 404 - GET http 158.247.221.212 "/terraform/terraform.tfvars" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:28 +0000] 404 - GET http 158.247.221.212 "/terraform/.terraform.lock.hcl" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:28 +0000] 404 - GET http 158.247.221.212 "/ansible/group_vars/all.yml" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:28 +0000] 404 - GET http 158.247.221.212 "/ansible/host_vars/localhost.yml" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:28 +0000] 404 - GET http 158.247.221.212 "/storage/config" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:29 +0000] 404 - GET http 158.247.221.212 "/storage/config.json" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:29 +0000] 404 - GET http 158.247.221.212 "/storage/config.yml" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:29 +0000] 404 - GET http 158.247.221.212 "/storage/config.yaml" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:30 +0000] 404 - GET http 158.247.221.212 "/storage/config.ini" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:30 +0000] 404 - GET http 158.247.221.212 "/storage/config.cfg" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:30 +0000] 404 - GET http 158.247.221.212 "/storage/config.conf" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:30 +0000] 404 - GET http 158.247.221.212 "/cache/config" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:31 +0000] 404 - GET http 158.247.221.212 "/cache/config.json" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:31 +0000] 404 - GET http 158.247.221.212 "/cache/config.yml" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:31 +0000] 404 - GET http 158.247.221.212 "/cache/config.yaml" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:32 +0000] 404 - GET http 158.247.221.212 "/cache/config.ini" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:32 +0000] 404 - GET http 158.247.221.212 "/cache/config.cfg" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:32 +0000] 404 - GET http 158.247.221.212 "/cache/config.conf" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:32 +0000] 404 - GET http 158.247.221.212 "/tmp/config" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:33 +0000] 404 - GET http 158.247.221.212 "/tmp/config.json" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:33 +0000] 404 - GET http 158.247.221.212 "/tmp/config.yml" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:33 +0000] 404 - GET http 158.247.221.212 "/tmp/config.yaml" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:33 +0000] 404 - GET http 158.247.221.212 "/tmp/config.ini" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:34 +0000] 404 - GET http 158.247.221.212 "/tmp/config.cfg" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:34 +0000] 404 - GET http 158.247.221.212 "/tmp/config.conf" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:34 +0000] 404 - GET http 158.247.221.212 "/backup/config" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:35 +0000] 404 - GET http 158.247.221.212 "/backup/config.json" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:35 +0000] 404 - GET http 158.247.221.212 "/backup/config.yml" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:35 +0000] 404 - GET http 158.247.221.212 "/backup/config.yaml" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:35 +0000] 404 - GET http 158.247.221.212 "/backup/config.ini" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:36 +0000] 404 - GET http 158.247.221.212 "/backup/config.cfg" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:36 +0000] 404 - GET http 158.247.221.212 "/backup/config.conf" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:36 +0000] 404 - GET http 158.247.221.212 "/backups/config" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:37 +0000] 404 - GET http 158.247.221.212 "/backups/config.json" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:37 +0000] 404 - GET http 158.247.221.212 "/backups/config.yml" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:37 +0000] 404 - GET http 158.247.221.212 "/backups/config.yaml" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:37 +0000] 404 - GET http 158.247.221.212 "/backups/config.ini" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:38 +0000] 404 - GET http 158.247.221.212 "/backups/config.cfg" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:38 +0000] 404 - GET http 158.247.221.212 "/backups/config.conf" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:38 +0000] 404 - GET http 158.247.221.212 "/monitoring/config" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:39 +0000] 404 - GET http 158.247.221.212 "/monitoring/config.json" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:39 +0000] 404 - GET http 158.247.221.212 "/monitoring/config.yml" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:39 +0000] 404 - GET http 158.247.221.212 "/monitoring/config.yaml" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:39 +0000] 404 - GET http 158.247.221.212 "/monitoring/config.ini" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:40 +0000] 404 - GET http 158.247.221.212 "/monitoring/config.cfg" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:40 +0000] 404 - GET http 158.247.221.212 "/monitoring/config.conf" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:40 +0000] 404 - GET http 158.247.221.212 "/logs/config" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:41 +0000] 404 - GET http 158.247.221.212 "/logs/config.json" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:41 +0000] 404 - GET http 158.247.221.212 "/logs/config.yml" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:41 +0000] 404 - GET http 158.247.221.212 "/logs/config.yaml" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:41 +0000] 404 - GET http 158.247.221.212 "/logs/config.ini" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:42 +0000] 404 - GET http 158.247.221.212 "/logs/config.cfg" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:42 +0000] 404 - GET http 158.247.221.212 "/logs/config.conf" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:42 +0000] 404 - GET http 158.247.221.212 "/%252f%252eenv" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:42 +0000] 404 - GET http 158.247.221.212 "/%252f%252egit%252fconfig" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:43 +0000] 404 - GET http 158.247.221.212 "/%252f%252eenv%252esave" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:43 +0000] 404 - GET http 158.247.221.212 "/%252fbackend%252f%252eenv" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:43 +0000] 404 - GET http 158.247.221.212 "/%252f%252eaws%252fcredentials" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:44 +0000] 404 - GET http 158.247.221.212 "/%252fcareers_not_hosted" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:44 +0000] 404 - GET http 158.247.221.212 "/%252faws-codecommit%252f" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:44 +0000] 404 - GET http 158.247.221.212 "/%252fhome%252fadmin%252f%252eaws%252fcredentials" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:44 +0000] 404 - GET http 158.247.221.212 "/.env" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:45 +0000] 404 - GET http 158.247.221.212 "/.env.local" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:45 +0000] 404 - GET http 158.247.221.212 "/.env.$APP_ENV" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:45 +0000] 404 - GET http 158.247.221.212 "/.env.$APP_ENV.local" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:46 +0000] 404 - GET http 158.247.221.212 "/.git/config" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:46 +0000] 404 - GET http 158.247.221.212 "/.env.save" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:46 +0000] 404 - GET http 158.247.221.212 "/backend/.env" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:46 +0000] 404 - GET http 158.247.221.212 "/.aws/credentials" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:47 +0000] 404 - GET http 158.247.221.212 "/careers_not_hosted" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:47 +0000] 404 - GET http 158.247.221.212 "/aws-codecommit/" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:47 +0000] 404 - GET http 158.247.221.212 "/home/admin/.aws/credentials" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:48 +0000] 404 - GET http 158.247.221.212 "/%2eenv" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:48 +0000] 404 - GET http 158.247.221.212 "/%2egit/%63onfig" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
[14/Mar/2026:05:37:48 +0000] 404 - GET http 158.247.221.212 "/%2eenv.save" [Client 185.177.72.51] [Length 122] [Gzip 1.35] "curl/8.7.1" "-"
